R_r_0001,0.0
R_r_0002,0.0
R_r_0003,0.0
R_r_0004,0.0
R_r_0005,0.0
R_r_0006,0.0
R_r_0007,0.0
R_r_0012,0.0
R_r_0013,0.0
R_r_0014,0.0
R_r_0015,0.0
R_r_0016,0.0
R_r_0017,0.0
R_r_0018,0.0
R_r_0019,0.0
R_r_0020,0.8485942423593599
R_r_0021,0.0
R_r_0022,0.0
R_r_0023,0.0
R_r_0024,0.0
R_r_0025,0.0
R_r_0026,0.0
R_r_0027,0.0
R_r_0028,0.0
R_r_0029,0.0
R_r_0030,0.0
R_r_0032,0.0
R_r_0033,0.0
R_r_0034,0.0
R_r_0035,0.0
R_r_0036,0.0
R_r_0037,0.0
R_r_0038,0.0
R_r_0039,0.8485942423593479
R_r_0040,0.8485942423593479
R_r_0041,0.0
R_r_0042,0.0
R_r_0043,0.0
R_r_0044,0.0
R_r_0045,0.0
R_r_0057,0.0
R_r_0058,0.0
R_r_0059,0.0
R_r_0060,0.0
R_r_0061,0.0
R_r_0062,0.0
R_r_0063,0.0
R_r_0064,0.0
R_r_0065,0.0
R_r_0066,0.0
R_r_0067,0.0
R_r_0068,0.0
R_r_0069,0.0
R_r_0070,0.0
R_r_0072,0.0
R_r_0073,0.0
R_r_0074,0.0
R_r_0075,0.0
R_r_0076,0.0
R_r_0077,0.0
R_r_0078,0.0
R_r_0079,0.0
R_r_0080,0.0
R_r_0081,0.0
R_r_0082,0.0
R_r_0083,0.0
R_r_0084,0.0
R_r_0085,0.0
R_r_0086,0.0
R_r_0087,0.0
R_r_0088,0.0
R_r_0089,0.0
R_r_0090,0.0
R_r_0091,0.0
R_r_0092,0.0
R_r_0093,0.0
R_r_0094,0.0
R_r_0095,0.0
R_r_0096,0.0
R_r_0097,0.0
R_r_0099,0.0
R_r_0100,0.0
R_r_0101,0.0
R_r_0102,0.0
R_r_0103,0.0
R_r_0104,0.0
R_r_0105,0.0
R_r_0106,0.0
R_r_0107,0.0
R_r_0108,0.0
R_r_0109,0.0
R_r_0111,0.0
R_r_0112,0.0
R_r_0113,0.0
R_r_0114,0.0
R_r_0115,0.0
R_r_0116,0.0
R_r_0117,0.0
R_r_0118,0.0
R_r_0119,0.0
R_r_0120,0.0
R_r_0121,0.0
R_r_0122,0.0
R_r_0123,0.0
R_r_0124,0.0
R_r_0125,0.0
R_r_0126,0.0
R_r_0127,0.0
R_r_0128,0.0
R_r_0129,0.0
R_r_0130,0.0
R_r_0131,0.0
R_r_0132,0.0
R_r_0133,0.0
R_r_0134,0.0
R_r_0135,0.0
R_r_0137,0.0
R_r_0138,0.0
R_r_0139,0.0
R_r_0140,0.0
R_r_0142,0.0
R_r_0143,0.0
R_r_0144,0.0
R_r_0145,0.0
R_r_0146,0.0
R_r_0147,0.0
R_r_0148,0.0
R_r_0149,0.0
R_r_0150,0.0
R_r_0151,0.0
R_r_0152,0.0
R_r_0153,0.0
R_r_0154,0.0
R_r_0155,0.0
R_r_0156,0.0
R_r_0157,0.0
R_r_0158,0.0
R_r_0159,0.0
R_r_0160,0.0
R_r_0161,0.0
R_r_0162,0.0
R_r_0163,0.0
R_r_0164,0.0
R_r_0165,0.0
R_r_0166,0.0
R_r_0167,0.0
R_r_0168,0.0
R_r_0169,0.0
R_r_0170,0.0
R_r_0171,0.0
R_r_0172,0.0
R_r_0173,0.0
R_r_0174,0.0
R_r_0175,0.0
R_r_0176,0.0
R_r_0177,0.0
R_r_0178,0.0
R_r_0179,0.0
R_r_0180,0.0
R_r_0181,0.0
R_r_0182,0.0
R_r_0183,0.0
R_r_0184,0.0
R_r_0185,0.0
R_r_0186,0.0
R_r_0187,0.0
R_r_0188,0.0
R_r_0189,0.0
R_r_0190,0.0
R_r_0191,0.0
R_r_0192,0.0
R_r_0193,0.0
R_r_0194,0.0
R_r_0195,0.0
R_r_0198,0.0
R_r_0199,0.0
R_r_0200,0.0
R_r_0201,0.0
R_r_0202,0.0
R_r_0203,0.0
R_r_0204,0.0
R_r_0205,0.0
R_r_0206,0.0
R_r_0207,0.0
R_r_0208,0.0
R_r_0209,0.0
R_r_0210,0.0
R_r_0211,0.0
R_r_0212,0.0
R_r_0213,0.0
R_r_0214,0.0
R_r_0215,0.0
R_r_0216,0.0
R_r_0217,0.0
R_r_0218,0.0
R_r_0219,0.0
R_r_0220,0.0
R_r_0221,0.0
R_r_0222,0.0
R_r_0223,0.0
R_r_0224,0.0
R_r_0225,0.0
R_r_0226,1.5087007067029716
R_r_0227,0.0
R_r_0228,0.0
R_r_0229,0.0
R_r_0230,0.0
R_r_0231,0.0
R_r_0233,0.0
R_r_0234,0.0
R_r_0235,0.0
R_r_0236,0.0
R_r_0237,0.0
R_r_0238,0.0
R_r_0239,0.0
R_r_0240,0.0
R_r_0241,0.0
R_r_0242,0.0
R_r_0243,0.0
R_r_0244,0.0
R_r_0249,0.0
R_r_0250,0.0
R_r_0252,0.0
R_r_0253,0.0
R_r_0254,0.0
R_r_0255,0.0
R_r_0256,0.0
R_r_0259,0.0
R_r_0260,0.0
R_r_0261,0.0
R_r_0262,0.0
R_r_0263,0.0
R_r_0264,0.0
R_r_0265,0.0
R_r_0266,0.0
R_r_0267,0.0
R_r_0268,0.0
R_r_0269,0.0
R_r_0270,0.0
R_r_0271,0.0
R_r_0272,0.0
R_r_0273,0.0
R_r_0274,0.0
R_r_0278,0.0
R_r_0279,0.0
R_r_0280,0.0
R_r_0281,0.0
R_r_0282,0.0
R_r_0283,0.0
R_r_0284,0.0
R_r_0285,0.0
R_r_0286,0.0
R_r_0287,0.0
R_r_0288,0.0
R_r_0289,0.0
R_r_0290,0.0
R_r_0291,0.0
R_r_0292,0.0
R_r_0293,0.0
R_r_0294,0.0
R_r_0295,0.0
R_r_0296,0.0
R_r_0297,0.0
R_r_0298,0.0
R_r_0299,0.0
R_r_0300,0.01994676782818816
R_r_0301,0.0
R_r_0302,0.0
R_r_0303,0.0
R_r_0304,0.0
R_r_0306,0.0
R_r_0307,0.0
R_r_0308,0.0
R_r_0309,0.0
R_r_0310,0.0
